"name","year","undergraduate_enrollment","tuition_and_fees_2018_19","institution_size_category","level_of_institution","degree_of_urbanization_urban_centric_locale","mean_enrollment","mean_african_american","mean_asian","mean_hispanic","mean_white","mean_women","mean_admitted","quantiles_women","quantiles_admission"
"Wisconsin Lutheran College",2014,1074,NA,"1,000 - 4,999","Four or more years","City",1017.55555555556,5.44444444444444,1.11111111111111,5.11111111111111,83,55,76.2222222222222,"50 to 74%","50 to 74%"
"University of Wisconsin-Platteville",2014,8047,NA,"5,000 - 9,999","Four or more years","Town",7778.33333333333,1.55555555555556,1,3,90.7777777777778,35,90.4444444444444,"25 to 49%","75 to 100%"
"Unification Theological Seminary",2014,37,NA,"Under 1,000","Four or more years","Rural",6.22222222222222,8,11,11,29.5,45,100,"25 to 49%","75 to 100%"
"Montana Bible College",2014,81,NA,"Under 1,000","Four or more years","Rural",95.5,1.5,1,1.5,90.5,42,95.75,"25 to 49%","75 to 100%"
"University of Washington-Bothell Campus",2014,4405,NA,"1,000 - 4,999","Four or more years","Suburb",4286.77777777778,5.33333333333333,26.2222222222222,8.44444444444444,43.8888888888889,50,77.5555555555556,"50 to 74%","75 to 100%"
"Everglades University",2014,1313,NA,"1,000 - 4,999","Four or more years","City",1473,16.4444444444444,1.77777777777778,16.5555555555556,57.6666666666667,51,82.3333333333333,"50 to 74%","75 to 100%"
"Embry-Riddle Aeronautical University-Worldwide",2014,9755,NA,"10,000 - 19,999","Four or more years","City",10148.7777777778,8.11111111111111,2.55555555555556,8.55555555555556,51.4444444444444,12,76.6666666666667,"0 to 24%","50 to 74%"
"Ecclesia College",2014,164,NA,"Under 1,000","Four or more years","Rural",203.444444444444,9.55555555555556,1.11111111111111,7.88888888888889,61,40,51.3333333333333,"25 to 49%","50 to 74%"
"Visible Music College",2014,112,NA,"Under 1,000","Four or more years","City",122.111111111111,18.6666666666667,1,8.11111111111111,66.5555555555556,35,78.3333333333333,"25 to 49%","0 to 24%"
"Chamberlain University-Illinois",2014,13279,NA,"10,000 - 19,999","Four or more years","Suburb",10876.8888888889,10.5555555555556,9.11111111111111,10.3333333333333,50.8888888888889,90,66.4444444444444,"75 to 100%","50 to 74%"
"DeVry University-Georgia",2014,2326,NA,"1,000 - 4,999","Four or more years","Suburb",1648.66666666667,54.1666666666667,2,5.5,23.1666666666667,55,85.1666666666667,"50 to 74%","75 to 100%"
"DeVry University-Illinois",2014,18264,NA,"20,000 and above","Four or more years","City",15863.8333333333,19.6666666666667,3.5,14,46.6666666666667,58,83.3333333333333,"50 to 74%","50 to 74%"
"DeVry University-Ohio",2014,2369,NA,"1,000 - 4,999","Four or more years","City",1643.16666666667,20.3333333333333,1.66666666666667,3.16666666666667,64.6666666666667,43,88.8333333333333,"25 to 49%","75 to 100%"
"DeVry University-Virginia",2014,695,NA,"1,000 - 4,999","Four or more years","City",458.666666666667,39.6666666666667,3.5,12.6666666666667,28,39,84.3333333333333,"25 to 49%","75 to 100%"
"Alabama A & M University",2013,4051,NA,"5,000 - 9,999","Four or more years","City",4551,93.2222222222222,0,0.666666666666667,2.66666666666667,54,70,"50 to 74%","75 to 100%"
"Judson College",2013,347,NA,"Under 1,000","Four or more years","Rural",337.888888888889,16.7777777777778,1.11111111111111,1.66666666666667,75.2222222222222,97,66.3333333333333,"75 to 100%","50 to 74%"
"Grand Canyon University",2013,35205,NA,"20,000 and above","Four or more years","City",38399.2222222222,17.8888888888889,3.33333333333333,14.5555555555556,42.1111111111111,74,58,"50 to 74%","50 to 74%"
"Arkansas State University-Main Campus",2013,10098,NA,"10,000 - 19,999","Four or more years","City",9852.44444444445,14.1111111111111,1,2.33333333333333,73.6666666666667,58,70.3333333333333,"50 to 74%","75 to 100%"
"Azusa Pacific University",2013,6543,NA,"10,000 - 19,999","Four or more years","Suburb",5908.33333333333,5,8.77777777777778,25.1111111111111,46.4444444444444,65,65.7777777777778,"50 to 74%","75 to 100%"
"California Baptist University",2013,5797,NA,"5,000 - 9,999","Four or more years","City",6024.77777777778,7.88888888888889,4.88888888888889,30.8888888888889,43.6666666666667,63,73.6666666666667,"50 to 74%","75 to 100%"
"California Institute of Technology",2013,977,NA,"1,000 - 4,999","Four or more years","City",976.777777777778,1.33333333333333,41.6666666666667,10.6666666666667,30.2222222222222,40,10.1111111111111,"25 to 49%","0 to 24%"
"California State University-Long Beach",2013,30593,NA,"20,000 and above","Four or more years","City",30887.7777777778,4,22.6666666666667,37.5555555555556,20.7777777777778,57,31.8888888888889,"50 to 74%","25 to 49%"
"University of California-Los Angeles",2013,28674,NA,"20,000 and above","Four or more years","City",29182.8888888889,3.11111111111111,30.7777777777778,19.5555555555556,28.7777777777778,56,20.1111111111111,"50 to 74%","0 to 24%"
"University of California-Santa Barbara",2013,19362,NA,"20,000 and above","Four or more years","Suburb",20424.4444444444,2.22222222222222,17.7777777777778,25.1111111111111,37.8888888888889,53,39.2222222222222,"50 to 74%","25 to 49%"
"California Institute of the Arts",2013,995,NA,"1,000 - 4,999","Four or more years","Suburb",960.222222222222,6,11.3333333333333,13,44.3333333333333,55,24.2222222222222,"50 to 74%","25 to 49%"
"California State University Maritime Academy",2013,1045,NA,"1,000 - 4,999","Four or more years","City",1006.11111111111,2.55555555555556,8.66666666666667,16.6666666666667,54.3333333333333,15,69.7777777777778,"0 to 24%","75 to 100%"
"Concordia University-Irvine",2013,1944,NA,"1,000 - 4,999","Four or more years","City",1810.22222222222,3.77777777777778,6.33333333333333,19.7777777777778,51.6666666666667,62,70,"50 to 74%","75 to 100%"
"Claremont McKenna College",2013,1316,NA,"1,000 - 4,999","Four or more years","Suburb",1308.88888888889,3.77777777777778,10.8888888888889,11.7777777777778,43.4444444444444,48,11.8888888888889,"25 to 49%","0 to 24%"
"Laguna College of Art and Design",2013,514,NA,"Under 1,000","Four or more years","Rural",538,1.66666666666667,16.8888888888889,16.7777777777778,47.7777777777778,63,47.2222222222222,"50 to 74%","25 to 49%"
"The Master's University and Seminary",2013,1112,NA,"1,000 - 4,999","Four or more years","Suburb",1222.88888888889,3.22222222222222,5.66666666666667,9.11111111111111,65,47,75.1111111111111,"25 to 49%","50 to 74%"
"Mills College",2013,985,NA,"1,000 - 4,999","Four or more years","City",883.666666666667,7.88888888888889,9.88888888888889,23.2222222222222,43,100,72.2222222222222,"75 to 100%","50 to 74%"
"San Diego State University",2013,27099,NA,"20,000 and above","Four or more years","City",27912.2222222222,4,13.7777777777778,29.4444444444444,35.6666666666667,55,33.6666666666667,"50 to 74%","25 to 49%"
"William Jessup University",2013,1047,NA,"1,000 - 4,999","Four or more years","Rural",1052.88888888889,5.44444444444444,3.55555555555556,16.3333333333333,65,59,66.3333333333333,"50 to 74%","50 to 74%"
"Santa Clara University",2013,5435,NA,"5,000 - 9,999","Four or more years","City",5372.11111111111,3.11111111111111,15.1111111111111,17.4444444444444,46.7777777777778,50,52.4444444444444,"50 to 74%","50 to 74%"
"Scripps College",2013,990,NA,"1,000 - 4,999","Four or more years","Suburb",995.444444444444,3.77777777777778,15.2222222222222,10.2222222222222,52.5555555555556,100,31.7777777777778,"75 to 100%","25 to 49%"
"Simpson University",2013,1024,NA,"1,000 - 4,999","Four or more years","City",929.777777777778,3.55555555555556,5,13.1111111111111,61,65,55.4444444444444,"50 to 74%","50 to 74%"
"University of Southern California",2013,18445,NA,"20,000 and above","Four or more years","City",18552.7777777778,4.33333333333333,21.7777777777778,13.8888888888889,39.2222222222222,51,18.7777777777778,"50 to 74%","0 to 24%"
"Adams State University",2013,2284,NA,"1,000 - 4,999","Four or more years","Town",2213.77777777778,6.66666666666667,1.11111111111111,33,47.8888888888889,50,73.2222222222222,"50 to 74%","50 to 74%"
"University of Hartford",2013,5187,NA,"5,000 - 9,999","Four or more years","City",5218.22222222222,14.4444444444444,3.22222222222222,9.77777777777778,56.4444444444444,51,65.2222222222222,"50 to 74%","50 to 74%"
"University of Saint Joseph",2013,1049,NA,"1,000 - 4,999","Four or more years","City",974.111111111111,12.6666666666667,3.55555555555556,13.5555555555556,51.3333333333333,97,83.3333333333333,"75 to 100%","75 to 100%"
"Western Connecticut State University",2013,5492,NA,"5,000 - 9,999","Four or more years","City",5431.22222222222,9.88888888888889,3.33333333333333,14.7777777777778,64.3333333333333,53,62.5555555555556,"50 to 74%","50 to 74%"
"University of Delaware",2013,18487,NA,"20,000 and above","Four or more years","Suburb",18782.2222222222,5.66666666666667,4.55555555555556,7,74.2222222222222,57,63.3333333333333,"50 to 74%","50 to 74%"
"Georgia State University",2013,24868,NA,"20,000 and above","Four or more years","City",25088.8888888889,39.8888888888889,11.8888888888889,9.11111111111111,29.6666666666667,59,58.4444444444444,"50 to 74%","50 to 74%"
"Herzing University-Atlanta",2013,393,NA,"Under 1,000","Four or more years","City",511.222222222222,72.3333333333333,8,3.77777777777778,7.88888888888889,66,88.4444444444444,"50 to 74%","50 to 74%"
"Savannah State University",2013,4602,NA,"1,000 - 4,999","Four or more years","City",4406.88888888889,85.7777777777778,0,4.33333333333333,4.22222222222222,57,65.7142857142857,"50 to 74%","75 to 100%"
"Spelman College",2013,2129,NA,"1,000 - 4,999","Four or more years","City",2148.11111111111,89.8888888888889,0,0,0,100,41.1111111111111,"75 to 100%","25 to 49%"
"Valdosta State University",2013,9718,NA,"10,000 - 19,999","Four or more years","City",9545.77777777778,35.8888888888889,1,4.88888888888889,51.4444444444444,60,61,"50 to 74%","50 to 74%"
"Blackburn College",2013,543,NA,"Under 1,000","Four or more years","Town",569.111111111111,10.3333333333333,0.666666666666667,2.22222222222222,81.6666666666667,57,59.8888888888889,"50 to 74%","50 to 74%"
"Bradley University",2013,4825,NA,"5,000 - 9,999","Four or more years","City",4719.44444444444,6.22222222222222,3.22222222222222,6.66666666666667,71.3333333333333,52,67.7777777777778,"50 to 74%","50 to 74%"
"Lewis University",2013,4613,NA,"5,000 - 9,999","Four or more years","Suburb",4526.33333333333,7.11111111111111,3.55555555555556,17.4444444444444,62.5555555555556,55,59.7777777777778,"50 to 74%","50 to 74%"
"National Louis University",2013,1427,NA,"1,000 - 4,999","Four or more years","City",1636.11111111111,33.5555555555556,2.11111111111111,28.8888888888889,24.1111111111111,76,83.6666666666667,"75 to 100%","75 to 100%"
"Northwestern University",2013,9283,NA,"20,000 and above","Four or more years","City",9075.55555555555,5.66666666666667,17.3333333333333,10.1111111111111,51.1111111111111,51,15.2222222222222,"50 to 74%","0 to 24%"
"Southern Illinois University-Edwardsville",2013,11229,NA,"10,000 - 19,999","Four or more years","Suburb",11384.4444444444,14,1.88888888888889,4,74.1111111111111,53,85.4444444444444,"50 to 74%","75 to 100%"
"Trinity Christian College",2013,1333,NA,"1,000 - 4,999","Four or more years","Suburb",1286.33333333333,9,1.33333333333333,10.4444444444444,69.1111111111111,66,81.7777777777778,"50 to 74%","75 to 100%"
"Indiana University-Kokomo",2013,3981,NA,"1,000 - 4,999","Four or more years","City",3495.22222222222,4.11111111111111,1,4.22222222222222,81.7777777777778,65,71.8888888888889,"50 to 74%","50 to 74%"
"Allen College",2013,398,NA,"Under 1,000","Four or more years","City",359.666666666667,1.88888888888889,1.22222222222222,0.555555555555556,91.1111111111111,92,24.8571428571429,"75 to 100%","50 to 74%"
"Baker University",2013,1897,NA,"1,000 - 4,999","Four or more years","Town",1893.33333333333,9,1.44444444444444,5.55555555555556,74,56,79.6666666666667,"50 to 74%","75 to 100%"
"Concorde Career College-Kansas City",2013,783,NA,"Under 1,000","Four or more years","City",616.777777777778,31.4444444444444,1.88888888888889,10.3333333333333,46.3333333333333,90,94.4444444444444,"75 to 100%","75 to 100%"
"Kansas Wesleyan University",2013,684,NA,"Under 1,000","Four or more years","Town",711.444444444444,9.77777777777778,0.777777777777778,13.1111111111111,70.1111111111111,50,54.5555555555556,"50 to 74%","50 to 74%"
"Manhattan Christian College",2013,327,NA,"Under 1,000","Four or more years","City",317.111111111111,4.88888888888889,0.111111111111111,5.22222222222222,69.4444444444444,43,63.8333333333333,"25 to 49%","50 to 74%"
"Kentucky Mountain Bible College",2013,79,NA,"Under 1,000","Four or more years","Rural",79.7777777777778,1.77777777777778,0.111111111111111,1.22222222222222,90.7777777777778,46,54.1111111111111,"25 to 49%","50 to 74%"
"University of Kentucky",2013,21441,NA,"20,000 and above","Four or more years","City",21600.4444444444,7.44444444444444,2.44444444444444,3.55555555555556,77.4444444444444,52,80.2222222222222,"50 to 74%","50 to 74%"
"Murray State University",2013,9172,NA,"10,000 - 19,999","Four or more years","Town",8817.33333333333,6.66666666666667,1,1.77777777777778,82.1111111111111,59,82.5555555555556,"50 to 74%","75 to 100%"
"Spalding University",2013,1371,NA,"1,000 - 4,999","Four or more years","City",1285.55555555556,21.5555555555556,1.44444444444444,3.44444444444444,60.6666666666667,71,55.6666666666667,"50 to 74%","75 to 100%"
"Dillard University",2013,1183,NA,"1,000 - 4,999","Four or more years","City",1241.22222222222,90.7777777777778,0,0.555555555555556,0.222222222222222,73,43.3333333333333,"50 to 74%","25 to 49%"
"Grambling State University",2013,4155,NA,"5,000 - 9,999","Four or more years","Town",4069.11111111111,89.2222222222222,0,1.11111111111111,1.33333333333333,59,48.5555555555556,"50 to 74%","25 to 49%"
"Nicholls State University",2013,5888,NA,"5,000 - 9,999","Four or more years","City",5865.44444444444,19.5555555555556,1,3,68.3333333333333,63,87.7777777777778,"50 to 74%","75 to 100%"
"Unity College",2013,553,NA,"Under 1,000","Four or more years","Rural",631.555555555556,0.888888888888889,1,2,89.6666666666667,52,86.2222222222222,"50 to 74%","75 to 100%"
"Capitol Technology University",2013,442,NA,"Under 1,000","Four or more years","Suburb",416.777777777778,33.5555555555556,4.88888888888889,8.44444444444444,41.6666666666667,19,73.3333333333333,"0 to 24%","50 to 74%"
"St. Mary's College of Maryland",2013,1819,NA,"1,000 - 4,999","Four or more years","Suburb",1753.33333333333,8.22222222222222,3.22222222222222,6.33333333333333,73.2222222222222,58,72.7777777777778,"50 to 74%","50 to 74%"
"Towson University",2013,18779,NA,"20,000 and above","Four or more years","City",18697.8888888889,16.7777777777778,5,5.77777777777778,62.4444444444444,60,65,"50 to 74%","50 to 74%"
"Anna Maria College",2013,1143,NA,"1,000 - 4,999","Four or more years","Rural",1093.22222222222,9.88888888888889,1.44444444444444,8.77777777777778,68,56,73.6666666666667,"50 to 74%","75 to 100%"
"Bay Path University",2013,1458,NA,"1,000 - 4,999","Four or more years","Suburb",1705,12.7777777777778,1.77777777777778,16.4444444444444,56.4444444444444,100,62.7777777777778,"75 to 100%","50 to 74%"
"Laboure College",2013,698,NA,"Under 1,000","Four or more years","Suburb",766.555555555556,27.2222222222222,2.66666666666667,7.88888888888889,55.7777777777778,90,53.7777777777778,"75 to 100%","75 to 100%"
"Curry College",2013,2849,NA,"1,000 - 4,999","Four or more years","Suburb",2688.11111111111,9.22222222222222,1.88888888888889,5.55555555555556,66.6666666666667,61,81,"50 to 74%","50 to 74%"
"Fitchburg State University",2013,4245,NA,"5,000 - 9,999","Four or more years","Suburb",4196.66666666667,7.11111111111111,2.22222222222222,9.33333333333333,74.7777777777778,54,73.6666666666667,"50 to 74%","50 to 74%"
"Hampshire College",2013,1492,NA,"1,000 - 4,999","Four or more years","Suburb",1394.22222222222,4.55555555555556,2.22222222222222,10.1111111111111,64.7777777777778,60,65.4444444444444,"50 to 74%","50 to 74%"
"University of Massachusetts-Boston",2013,12366,NA,"10,000 - 19,999","Four or more years","City",12421.5555555556,15.4444444444444,12,12.5555555555556,39.1111111111111,55,68.7777777777778,"50 to 74%","50 to 74%"
"Merrimack College",2013,2758,NA,"1,000 - 4,999","Four or more years","Suburb",2957.66666666667,2.88888888888889,1.55555555555556,6.33333333333333,72.2222222222222,50,80.6666666666667,"50 to 74%","75 to 100%"
"Mount Holyoke College",2013,2183,NA,"1,000 - 4,999","Four or more years","Suburb",2235.77777777778,5.22222222222222,8.66666666666667,7.88888888888889,46.2222222222222,100,50.1111111111111,"75 to 100%","25 to 49%"
"Massachusetts College of Liberal Arts",2013,1538,NA,"1,000 - 4,999","Four or more years","Town",1519.88888888889,8.44444444444444,1.55555555555556,7.11111111111111,75,61,72.2222222222222,"50 to 74%","50 to 74%"
"Northeastern University",2013,13223,NA,"20,000 and above","Four or more years","City",14920.8888888889,4.11111111111111,10.7777777777778,6.66666666666667,47.7777777777778,51,30.2222222222222,"50 to 74%","25 to 49%"
